id,campeonato,status,data,placar_casa,placar_fora,time_casa,jogos_casa,gols_marcados_casa,gols_sofridos_casa,media_marcados_casa,media_sofridos_casa,time_fora,jogos_fora,gols_marcados_fora,gols_sofridos_fora,media_marcados_fora,media_sofridos_fora,ofensividade_casa,defensividade_casa,ofensividade_fora,defensividade_fora,probabilidade_gol,melhor_chance
g_1_xbi6fcfo,Matogrossense,27.01. 20:30,2026-01-27 20:30:00,2.0,1.0,Cuiabá,0,0,0,0.0,0.0,União Rondonópolis,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_AqyQERu0,Matogrossense,25.01. 19:00,2026-01-25 19:00:00,0.0,0.0,Primavera,0,0,0,0.0,0.0,Luverdense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_6ck0b6eJ,Matogrossense,25.01. 18:00,2026-01-25 18:00:00,0.0,0.0,Mixto,0,0,0,0.0,0.0,Várzea Grande,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_IyJIGmBm,Matogrossense,25.01. 18:00,2026-01-25 18:00:00,3.0,1.0,Operário-VG,0,0,0,0.0,0.0,Nova Mutum,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_bixnM9mQ,Matogrossense,24.01. 19:00,2026-01-24 19:00:00,2.0,2.0,Chapada,0,0,0,0.0,0.0,Cuiabá,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_AVei0SQ6,Matogrossense,24.01. 19:00,2026-01-24 19:00:00,0.0,0.0,União Rondonópolis,0,0,0,0.0,0.0,Sport Sinop,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_OEcq2ldf,Matogrossense,22.01. 20:00,2026-01-22 20:00:00,2.0,2.0,Primavera,0,0,0,0.0,0.0,Nova Mutum,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_rexAmks1,Matogrossense,21.01. 21:30,2026-01-21 21:30:00,0.0,1.0,Cuiabá,0,0,0,0.0,0.0,Sport Sinop,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_2a9z4ARs,Matogrossense,21.01. 20:00,2026-01-21 20:00:00,0.0,2.0,Luverdense,0,0,0,0.0,0.0,Mixto,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_WGI49W3K,Matogrossense,21.01. 20:00,2026-01-21 20:00:00,0.0,2.0,Operário-VG,0,0,0,0.0,0.0,Chapada,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_G8zIoTBD,Matogrossense,20.01. 17:00,2026-01-20 17:00:00,0.0,0.0,Várzea Grande,0,0,0,0.0,0.0,União Rondonópolis,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_OvszyCce,Matogrossense,18.01. 18:00,2026-01-18 18:00:00,0.0,0.0,Mixto,0,0,0,0.0,0.0,Cuiabá,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_IDhVfXlR,Matogrossense,18.01. 16:30,2026-01-18 16:30:00,0.0,0.0,Nova Mutum,0,0,0,0.0,0.0,Luverdense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_db4MdgKE,Matogrossense,17.01. 20:00,2026-01-17 20:00:00,0.0,1.0,Sport Sinop,0,0,0,0.0,0.0,Operário-VG,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_UiCzZkS7,Matogrossense,17.01. 19:00,2026-01-17 19:00:00,3.0,1.0,Chapada,0,0,0,0.0,0.0,Várzea Grande,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_ldq1kBCl,Matogrossense,17.01. 18:00,2026-01-17 18:00:00,0.0,0.0,União Rondonópolis,0,0,0,0.0,0.0,Primavera,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Wt2erf5L,Matogrossense,14.01. 21:30,2026-01-14 21:30:00,1.0,0.0,Cuiabá,0,0,0,0.0,0.0,Operário-VG,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_OGbmpGz9,Matogrossense,14.01. 20:00,2026-01-14 20:00:00,0.0,0.0,Sport Sinop,0,0,0,0.0,0.0,Primavera,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_rLL0MCr2,Matogrossense,14.01. 19:30,2026-01-14 19:30:00,3.0,0.0,União Rondonópolis,0,0,0,0.0,0.0,Nova Mutum,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_jRrSxYSr,Matogrossense,14.01. 17:00,2026-01-14 17:00:00,0.0,2.0,Várzea Grande,0,0,0,0.0,0.0,Luverdense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_xOIhOYDk,Matogrossense,13.01. 20:00,2026-01-13 20:00:00,0.0,2.0,Chapada,0,0,0,0.0,0.0,Mixto,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_A92Cr3a4,Matogrossense,10.01. 19:00,2026-01-10 19:00:00,1.0,0.0,Luverdense,0,0,0,0.0,0.0,Cuiabá,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_8pMHMLxo,Matogrossense,10.01. 18:00,2026-01-10 18:00:00,0.0,1.0,Mixto,0,0,0,0.0,0.0,União Rondonópolis,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_rN0KtsUG,Matogrossense,10.01. 17:00,2026-01-10 17:00:00,2.0,0.0,Operário-VG,0,0,0,0.0,0.0,Várzea Grande,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_OCpoSsFN,Matogrossense,10.01. 17:00,2026-01-10 17:00:00,0.0,0.0,Primavera,0,0,0,0.0,0.0,Chapada,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Es93pPUi,Matogrossense,10.01. 16:30,2026-01-10 16:30:00,1.0,1.0,Nova Mutum,0,0,0,0.0,0.0,Sport Sinop,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_OIpHWles,Matogrossense,01.03. 18:00,2026-03-01 18:00:00,,,Mixto,0,0,0,0.0,0.0,Luverdense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_WrlPUSPg,Matogrossense,08.03. 18:00,2026-03-08 18:00:00,,,Luverdense,0,0,0,0.0,0.0,Mixto,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_zBTI8IlR,Mineiro,22.02. 18:00,2026-02-22 18:00:00,1.0,1.0,Atlético-MG,0,0,0,0.0,0.0,América-MG,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_ziwPnyS7,Mineiro,21.02. 18:30,2026-02-21 18:30:00,1.0,2.0,Pouso Alegre,0,0,0,0.0,0.0,Cruzeiro,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_xQCVMxpI,Mineiro,21.02. 16:00,2026-02-21 16:00:00,1.0,1.0,Uberlândia,0,0,0,0.0,0.0,North,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_zFemuKan,Mineiro,20.02. 18:30,2026-02-20 18:30:00,0.0,1.0,Tombense,0,0,0,0.0,0.0,URT,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_8pE84jJk,Mineiro,14.02. 19:00,2026-02-14 19:00:00,2.0,1.0,América-MG,0,0,0,0.0,0.0,North,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_8bgsJkYr,Mineiro,14.02. 19:00,2026-02-14 19:00:00,1.0,1.0,Athletic Club,0,0,0,0.0,0.0,Tombense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_CESxACeS,Mineiro,14.02. 19:00,2026-02-14 19:00:00,0.0,1.0,Democrata-GV,0,0,0,0.0,0.0,Betim,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_G0E2QXu9,Mineiro,14.02. 19:00,2026-02-14 19:00:00,2.0,7.0,Itabirito,0,0,0,0.0,0.0,Atlético-MG,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_xG2BOBAL,Mineiro,14.02. 19:00,2026-02-14 19:00:00,0.0,2.0,Uberlândia,0,0,0,0.0,0.0,Pouso Alegre,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_4C7H2Um2,Mineiro,14.02. 19:00,2026-02-14 19:00:00,1.0,2.0,URT,0,0,0,0.0,0.0,Cruzeiro,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_GnZTBYQF,Mineiro,08.02. 18:00,2026-02-08 18:00:00,2.0,0.0,Cruzeiro,0,0,0,0.0,0.0,América-MG,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_lzbZki4d,Mineiro,07.02. 19:00,2026-02-07 19:00:00,3.0,1.0,Tombense,0,0,0,0.0,0.0,URT,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_tAfRiDZq,Mineiro,07.02. 18:30,2026-02-07 18:30:00,1.0,1.0,Atlético-MG,0,0,0,0.0,0.0,Athletic Club,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_lCFnaesA,Mineiro,07.02. 18:00,2026-02-07 18:00:00,2.0,3.0,North,0,0,0,0.0,0.0,Uberlândia,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_MPDfcZBM,Mineiro,07.02. 16:30,2026-02-07 16:30:00,1.0,0.0,Pouso Alegre,0,0,0,0.0,0.0,Democrata-GV,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_UVzMDfd3,Mineiro,06.02. 20:00,2026-02-06 20:00:00,0.0,2.0,Betim,0,0,0,0.0,0.0,Itabirito,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_fDMw1HCc,Mineiro,01.02. 20:00,2026-02-01 20:00:00,0.0,1.0,Betim,0,0,0,0.0,0.0,Cruzeiro,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_S6UiwEKj,Mineiro,01.02. 11:00,2026-02-01 11:00:00,2.0,3.0,Itabirito,0,0,0,0.0,0.0,Tombense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_fuqBa4yg,Mineiro,31.01. 18:30,2026-01-31 18:30:00,1.0,0.0,América-MG,0,0,0,0.0,0.0,URT,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_MRp31Q6t,Mineiro,31.01. 18:30,2026-01-31 18:30:00,0.0,3.0,Athletic Club,0,0,0,0.0,0.0,Uberlândia,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_8IHJeMzI,Mineiro,31.01. 18:00,2026-01-31 18:00:00,1.0,3.0,Democrata-GV,0,0,0,0.0,0.0,North,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_0hEBcr65,Mineiro,31.01. 16:30,2026-01-31 16:30:00,1.0,3.0,Pouso Alegre,0,0,0,0.0,0.0,Atlético-MG,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_dpiBUqxJ,Mineiro,25.01. 20:00,2026-01-25 20:00:00,1.0,1.0,Athletic Club,0,0,0,0.0,0.0,Betim,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_r1FhsNLO,Mineiro,25.01. 20:00,2026-01-25 20:00:00,2.0,0.0,Tombense,0,0,0,0.0,0.0,Democrata-GV,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_zyCpqqiC,Mineiro,25.01. 18:00,2026-01-25 18:00:00,2.0,1.0,Atlético-MG,0,0,0,0.0,0.0,Cruzeiro,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_8OKTnRim,Mineiro,24.01. 20:30,2026-01-24 20:30:00,1.0,1.0,Uberlândia,0,0,0,0.0,0.0,América-MG,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_ELNyo5Ma,Mineiro,24.01. 19:30,2026-01-24 19:30:00,2.0,1.0,URT,0,0,0,0.0,0.0,Itabirito,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_lvvchmUP,Mineiro,24.01. 18:00,2026-01-24 18:00:00,5.0,2.0,North,0,0,0,0.0,0.0,Pouso Alegre,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_0Ic2W576,Mineiro,22.01. 18:30,2026-01-22 18:30:00,0.0,1.0,Cruzeiro,0,0,0,0.0,0.0,Democrata-GV,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_E1afYRxf,Mineiro,21.01. 21:30,2026-01-21 21:30:00,1.0,1.0,América-MG,0,0,0,0.0,0.0,Atlético-MG,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_hnBozl8s,Mineiro,21.01. 20:00,2026-01-21 20:00:00,0.0,1.0,Uberlândia,0,0,0,0.0,0.0,Itabirito,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_6exTH6hD,Mineiro,21.01. 19:00,2026-01-21 19:00:00,3.0,4.0,Pouso Alegre,0,0,0,0.0,0.0,Athletic Club,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_YsvLJSN0,Mineiro,21.01. 19:00,2026-01-21 19:00:00,0.0,1.0,Tombense,0,0,0,0.0,0.0,North,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_M3KFuApK,Mineiro,21.01. 18:30,2026-01-21 18:30:00,0.0,2.0,Betim,0,0,0,0.0,0.0,URT,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_hYVCLlgl,Mineiro,18.01. 18:00,2026-01-18 18:00:00,0.0,0.0,Atlético-MG,0,0,0,0.0,0.0,Tombense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_MkusRAVQ,Mineiro,18.01. 11:00,2026-01-18 11:00:00,1.0,1.0,Itabirito,0,0,0,0.0,0.0,América-MG,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_YTbn5T87,Mineiro,17.01. 20:30,2026-01-17 20:30:00,0.0,0.0,URT,0,0,0,0.0,0.0,Pouso Alegre,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_ERro7kve,Mineiro,17.01. 18:30,2026-01-17 18:30:00,5.0,0.0,Cruzeiro,0,0,0,0.0,0.0,Uberlândia,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_0ziYSW0E,Mineiro,17.01. 18:00,2026-01-17 18:00:00,0.0,0.0,Democrata-GV,0,0,0,0.0,0.0,Athletic Club,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_tEpw9B9r,Mineiro,17.01. 16:00,2026-01-17 16:00:00,1.0,2.0,North,0,0,0,0.0,0.0,Betim,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_bTHPUXE4,Mineiro,14.01. 21:30,2026-01-14 21:30:00,1.0,2.0,Tombense,0,0,0,0.0,0.0,Cruzeiro,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_dOaCLTyi,Mineiro,14.01. 21:00,2026-01-14 21:00:00,3.0,1.0,Pouso Alegre,0,0,0,0.0,0.0,Itabirito,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_vmPdTuec,Mineiro,14.01. 19:30,2026-01-14 19:30:00,1.0,1.0,North,0,0,0,0.0,0.0,Atlético-MG,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_WtGXSBqH,Mineiro,14.01. 19:00,2026-01-14 19:00:00,0.0,1.0,Athletic Club,0,0,0,0.0,0.0,URT,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_S89tRkET,Mineiro,14.01. 18:30,2026-01-14 18:30:00,1.0,1.0,Betim,0,0,0,0.0,0.0,Uberlândia,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_nDS4RJP9,Mineiro,14.01. 15:00,2026-01-14 15:00:00,0.0,1.0,Democrata-GV,0,0,0,0.0,0.0,América-MG,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_MTmrIfVb,Mineiro,11.01. 19:30,2026-01-11 19:30:00,3.0,0.0,América-MG,0,0,0,0.0,0.0,Athletic Club,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_21OGWgph,Mineiro,11.01. 18:00,2026-01-11 18:00:00,1.0,1.0,Atlético-MG,0,0,0,0.0,0.0,Betim,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_QLpaECUN,Mineiro,10.01. 20:30,2026-01-10 20:30:00,0.0,0.0,URT,0,0,0,0.0,0.0,North,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_lGkzKG0n,Mineiro,10.01. 18:30,2026-01-10 18:30:00,1.0,2.0,Cruzeiro,0,0,0,0.0,0.0,Pouso Alegre,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_AgMV8jho,Mineiro,10.01. 18:30,2026-01-10 18:30:00,0.0,1.0,Itabirito,0,0,0,0.0,0.0,Democrata-GV,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_IesiGYaB,Mineiro,10.01. 16:00,2026-01-10 16:00:00,0.0,0.0,Uberlândia,0,0,0,0.0,0.0,Tombense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_pjGwLGEU,Mineiro,28.02. 17:00,2026-02-28 17:00:00,,,North,0,0,0,0.0,0.0,Uberlândia,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_2cVAAvKE,Mineiro,28.02. 18:30,2026-02-28 18:30:00,,,Cruzeiro,0,0,0,0.0,0.0,Pouso Alegre,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_8SgewbUb,Mineiro,28.02. 20:00,2026-02-28 20:00:00,,,URT,0,0,0,0.0,0.0,Tombense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_6gKl3dCl,Mineiro,01.03. 18:00,2026-03-01 18:00:00,,,América-MG,0,0,0,0.0,0.0,Atlético-MG,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Wdu2spmA,Paraense,22.02. 17:00,2026-02-22 17:00:00,2.0,3.0,Cametá,0,0,0,0.0,0.0,RemoAvança na competição,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_ptsfq6Ic,Paraense,22.02. 17:00,2026-02-22 17:00:00,1.0,0.0,PaysanduAvança na competição,0,0,0,0.0,0.0,Castanhal,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_SCUkAa0C,Paraense,19.02. 20:00,2026-02-19 20:00:00,2.0,0.0,CametáAvança na competição,0,0,0,0.0,0.0,Santa Rosa,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_foHrCLVa,Paraense,19.02. 20:00,2026-02-19 20:00:00,5.0,1.0,PaysanduAvança na competição,0,0,0,0.0,0.0,Tuna Luso,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_GYj3WkHE,Paraense,19.02. 10:00,2026-02-19 10:00:00,0.0,1.0,Capitão Poço,0,0,0,0.0,0.0,CastanhalAvança na competição,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_MXIzEs1m,Paraense,18.02. 20:00Após Pên.,2026-02-18 20:00:00,1.0,2.0,Águia de Marabá,0,0,0,0.0,0.0,RemoAvança na competição,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_K09OQdLG,Paraense,15.02. 15:30,2026-02-15 15:30:00,1.0,0.0,Águia de Marabá,0,0,0,0.0,0.0,Cametá,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_hE7WOzjT,Paraense,15.02. 15:30,2026-02-15 15:30:00,2.0,0.0,Bragantino,0,0,0,0.0,0.0,Tuna Luso,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_2u3ssI5c,Paraense,15.02. 15:30,2026-02-15 15:30:00,2.0,0.0,Capitão Poço,0,0,0,0.0,0.0,Castanhal,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
